UID,Cruise,Ship,OrderOcc,TowType,TowNumber,SpeciesCode,SpeciesName,ITISTSN,Size,Count,Datetime,Lat,Lon,Line,Station,family,weight,nearest.CalCOFI.site,line.station,year,month,distance.from.dumpsite,estimated.depth.nearest.CalCOFI.site,Type,ENSO.general,mean.temp.top.210,mean.salinity.top.210
827,199510,NH,35,CB,1,260,Nannobrachium ritteri,623745,56.5,1,1995-10-19 21:50:00 -08:00,32.99,-120.35,86.7,60,Myctophidae,1.89,86.7 60,86.7 60,1995,10,204,722,ML,La.Nina,11.13,33.73
828,199510,NH,35,CB,1,292,Stenobrachius leucopsarus,162664,52,1,1995-10-19 21:50:00 -08:00,32.99,-120.35,86.7,60,Myctophidae,1.49,86.7 60,86.7 60,1995,10,204,722,ML,La.Nina,11.13,33.73
829,199510,NH,35,CB,1,301,Triphoturus mexicanus,162766,22,1,1995-10-19 21:50:00 -08:00,32.99,-120.35,86.7,60,Myctophidae,0.13,86.7 60,86.7 60,1995,10,204,722,ML,La.Nina,11.13,33.73
830,199510,NH,35,CB,1,301,Triphoturus mexicanus,162766,64.6,1,1995-10-19 21:50:00 -08:00,32.99,-120.35,86.7,60,Myctophidae,2.78,86.7 60,86.7 60,1995,10,204,722,ML,La.Nina,11.13,33.73
831,199510,NH,36,CB,1,301,Triphoturus mexicanus,162766,21.4,1,1995-10-20 03:25:00 -08:00,32.658,-121.033,86.7,70,Myctophidae,0.12,86.7 70,86.7 70,1995,10,283,3771,ML,La.Nina,10.31,33.77
832,199510,NH,46,CB,1,260,Nannobrachium ritteri,623745,58,1,1995-10-22 16:35:00 -08:00,33.578,-120.757,83.3,60,Myctophidae,2.04,83.3 60,83.3 60,1995,10,214,1397,ML,La.Nina,11.28,33.54
833,199510,NH,51,CB,1,292,Stenobrachius leucopsarus,162664,28,1,1995-10-23 20:55:00 -08:00,34.275,-120.025,81.8,46.9,Myctophidae,0.25,81.8 46.9,81.8 46.9,1995,10,176,578,ML,La.Nina,11.07,33.84
834,199510,NH,53,CB,1,292,Stenobrachius leucopsarus,162664,57.5,1,1995-10-24 03:58:00 -08:00,34.315,-120.805,80,55,Myctophidae,1.99,80 55,80 55,1995,10,250,780,ML,La.Nina,11.51,33.79
835,199510,NH,56,CB,1,260,Nannobrachium ritteri,623745,48.6,1,1995-10-24 20:20:00 -08:00,33.482,-122.532,80,80,Myctophidae,1.23,80 80,80 80,1995,10,385,4007,ML,La.Nina,11.91,33.43
836,199602,JD,2,CB,1,292,Stenobrachius leucopsarus,162664,27.7,1,1996-01-29 23:00:00 -08:00,32.912,-117.395,93.3,28,Myctophidae,0.25,93.3 28,93.3 28,1996,1,135,609,ML,La.Nina,10.77,33.82
837,199602,JD,2,CB,1,292,Stenobrachius leucopsarus,162664,36.4,1,1996-01-29 23:00:00 -08:00,32.912,-117.395,93.3,28,Myctophidae,0.54,93.3 28,93.3 28,1996,1,135,609,ML,La.Nina,10.77,33.82
838,199602,JD,2,CB,1,292,Stenobrachius leucopsarus,162664,40.3,1,1996-01-29 23:00:00 -08:00,32.912,-117.395,93.3,28,Myctophidae,0.72,93.3 28,93.3 28,1996,1,135,609,ML,La.Nina,10.77,33.82
839,199602,JD,2,CB,1,292,Stenobrachius leucopsarus,162664,40.7,1,1996-01-29 23:00:00 -08:00,32.912,-117.395,93.3,28,Myctophidae,0.74,93.3 28,93.3 28,1996,1,135,609,ML,La.Nina,10.77,33.82
840,199602,JD,2,CB,1,292,Stenobrachius leucopsarus,162664,43,1,1996-01-29 23:00:00 -08:00,32.912,-117.395,93.3,28,Myctophidae,0.87,93.3 28,93.3 28,1996,1,135,609,ML,La.Nina,10.77,33.82
841,199602,JD,2,CB,1,292,Stenobrachius leucopsarus,162664,48.3,1,1996-01-29 23:00:00 -08:00,32.912,-117.395,93.3,28,Myctophidae,1.21,93.3 28,93.3 28,1996,1,135,609,ML,La.Nina,10.77,33.82
842,199602,JD,2,CB,1,292,Stenobrachius leucopsarus,162664,53.6,1,1996-01-29 23:00:00 -08:00,32.912,-117.395,93.3,28,Myctophidae,1.63,93.3 28,93.3 28,1996,1,135,609,ML,La.Nina,10.77,33.82
843,199602,JD,2,CB,1,301,Triphoturus mexicanus,162766,21.2,1,1996-01-29 23:00:00 -08:00,32.912,-117.395,93.3,28,Myctophidae,0.11,93.3 28,93.3 28,1996,1,135,609,ML,La.Nina,10.77,33.82
844,199602,JD,2,CB,1,301,Triphoturus mexicanus,162766,22.1,1,1996-01-29 23:00:00 -08:00,32.912,-117.395,93.3,28,Myctophidae,0.13,93.3 28,93.3 28,1996,1,135,609,ML,La.Nina,10.77,33.82
845,199602,JD,3,CB,1,292,Stenobrachius leucopsarus,162664,28.7,1,1996-01-30 02:47:00 -08:00,32.847,-117.532,93.3,30,Myctophidae,0.27,93.3 30,93.3 30,1996,1,127,846,ML,La.Nina,10.96,33.81
846,199602,JD,3,CB,1,301,Triphoturus mexicanus,162766,21.6,1,1996-01-30 02:47:00 -08:00,32.847,-117.532,93.3,30,Myctophidae,0.12,93.3 30,93.3 30,1996,1,127,846,ML,La.Nina,10.96,33.81
847,199602,JD,3,CB,1,301,Triphoturus mexicanus,162766,21.9,1,1996-01-30 02:47:00 -08:00,32.847,-117.532,93.3,30,Myctophidae,0.13,93.3 30,93.3 30,1996,1,127,846,ML,La.Nina,10.96,33.81
848,199602,JD,7,CB,1,301,Triphoturus mexicanus,162766,25,1,1996-01-30 23:39:00 -08:00,32.18,-118.892,93.3,50,Myctophidae,0.18,93.3 50,93.3 50,1996,1,170,1452,ML,La.Nina,11.13,33.71
849,199602,JD,24,CB,1,260,Nannobrachium ritteri,623745,40.3,1,1996-02-04 16:44:00 -08:00,32.918,-118.933,90,45,Myctophidae,0.72,90 45,90 45,1996,2,92,1695,ML,La.Nina,11.27,33.73
850,199602,JD,24,CB,1,292,Stenobrachius leucopsarus,162664,65.2,1,1996-02-04 16:44:00 -08:00,32.918,-118.933,90,45,Myctophidae,2.85,90 45,90 45,1996,2,92,1695,ML,La.Nina,11.27,33.73
851,199602,JD,25,CB,1,292,Stenobrachius leucopsarus,162664,30.3,1,1996-02-04 22:38:00 -08:00,33.185,-118.387,90,37,Myctophidae,0.32,90 37,90 37,1996,2,53,1177,ML,La.Nina,11.47,33.69
852,199602,JD,25,CB,1,292,Stenobrachius leucopsarus,162664,35.2,1,1996-02-04 22:38:00 -08:00,33.185,-118.387,90,37,Myctophidae,0.49,90 37,90 37,1996,2,53,1177,ML,La.Nina,11.47,33.69
853,199602,JD,30,CB,1,292,Stenobrachius leucopsarus,162664,33.7,1,1996-02-05 21:59:00 -08:00,33.823,-118.628,86.7,35,Myctophidae,0.43,86.7 35,86.7 35,1996,2,32,662,ML,La.Nina,10.81,33.76
854,199602,JD,35,CB,1,292,Stenobrachius leucopsarus,162664,43,1,1996-02-06 19:50:00 -08:00,32.988,-120.35,86.7,60,Myctophidae,0.87,86.7 60,86.7 60,1996,2,204,722,ML,La.Nina,11.58,33.62
855,199602,JD,36,CB,1,260,Nannobrachium ritteri,623745,65.3,1,1996-02-07 02:50:00 -08:00,32.655,-121.033,86.7,70,Myctophidae,2.86,86.7 70,86.7 70,1996,2,283,3771,ML,La.Nina,11.97,33.58
856,199602,JD,36,CB,1,292,Stenobrachius leucopsarus,162664,28.3,1,1996-02-07 02:50:00 -08:00,32.655,-121.033,86.7,70,Myctophidae,0.26,86.7 70,86.7 70,1996,2,283,3771,ML,La.Nina,11.97,33.58
857,199602,JD,38,CB,1,260,Nannobrachium ritteri,623745,25,1,1996-02-07 17:23:00 -08:00,31.99,-122.392,86.7,90,Myctophidae,0.18,86.7 90,86.7 90,1996,2,444,4099,ML,La.Nina,11.96,33.5
858,199602,JD,42,CB,1,260,Nannobrachium ritteri,623745,31.8,1,1996-02-08 22:40:00 -08:00,32.245,-123.492,83.3,100,Myctophidae,0.37,83.3 100,83.3 100,1996,2,535,4145,ML,La.Nina,12.42,33.45
859,199602,JD,42,CB,1,301,Triphoturus mexicanus,162766,23.1,1,1996-02-08 22:40:00 -08:00,32.245,-123.492,83.3,100,Myctophidae,0.15,83.3 100,83.3 100,1996,2,535,4145,ML,La.Nina,12.42,33.45
860,199602,JD,45,CB,1,260,Nannobrachium ritteri,623745,63,1,1996-02-09 21:40:00 -08:00,33.245,-121.443,83.3,70,Myctophidae,2.58,83.3 70,83.3 70,1996,2,295,3797,ML,La.Nina,11.47,33.56
861,199602,JD,46,CB,1,260,Nannobrachium ritteri,623745,43.1,1,1996-02-10 03:44:00 -08:00,33.578,-120.755,83.3,60,Myctophidae,0.87,83.3 60,83.3 60,1996,2,214,1397,ML,La.Nina,10.35,33.8
862,199602,JD,58,CB,1,301,Triphoturus mexicanus,162766,22,1,1996-02-12 20:33:00 -08:00,32.817,-123.907,80,100,Myctophidae,0.13,80 100,80 100,1996,2,545,4348,ML,La.Nina,12.76,33.47
863,199604,JD,3,CB,1,301,Triphoturus mexicanus,162766,26.7,1,1996-04-15 17:32:00 -08:00,32.848,-117.53,93.3,30,Myctophidae,0.22,93.3 30,93.3 30,1996,4,127,846,ML,La.Nina,11.41,33.82
864,199604,JD,3,CB,1,301,Triphoturus mexicanus,162766,30.3,1,1996-04-15 17:32:00 -08:00,32.848,-117.53,93.3,30,Myctophidae,0.32,93.3 30,93.3 30,1996,4,127,846,ML,La.Nina,11.41,33.82
865,199604,JD,3,CB,1,301,Triphoturus mexicanus,162766,32.7,1,1996-04-15 17:32:00 -08:00,32.848,-117.53,93.3,30,Myctophidae,0.4,93.3 30,93.3 30,1996,4,127,846,ML,La.Nina,11.41,33.82
866,199604,JD,5,CB,1,301,Triphoturus mexicanus,162766,33.1,1,1996-04-16 01:51:00 -08:00,32.513,-118.212,93.3,40,Myctophidae,0.41,93.3 40,93.3 40,1996,4,129,1627,ML,La.Nina,11.29,33.77
867,199604,JD,8,CB,1,260,Nannobrachium ritteri,623745,39.6,1,1996-04-16 18:00:00 -08:00,32.013,-119.233,93.3,55,Myctophidae,0.68,93.3 55,93.3 55,1996,4,202,1588,ML,La.Nina,12.14,33.65
868,199604,JD,23,CB,1,301,Triphoturus mexicanus,162766,48.5,1,1996-04-21 16:33:00 -08:00,32.92,-118.935,90,45,Myctophidae,1.22,90 45,90 45,1996,4,92,1695,ML,La.Nina,10.63,33.78
869,199604,JD,29,CB,1,292,Stenobrachius leucopsarus,162664,61.2,1,1996-04-22 17:45:00 -08:00,33.825,-118.628,86.7,35,Myctophidae,2.38,86.7 35,86.7 35,1996,4,32,662,ML,La.Nina,10.43,33.89
870,199604,JD,29,CB,1,301,Triphoturus mexicanus,162766,36.6,1,1996-04-22 17:45:00 -08:00,33.825,-118.628,86.7,35,Myctophidae,0.55,86.7 35,86.7 35,1996,4,32,662,ML,La.Nina,10.43,33.89
871,199604,JD,30,CB,1,301,Triphoturus mexicanus,162766,27.7,1,1996-04-22 21:29:00 -08:00,33.657,-118.975,86.7,40,Myctophidae,0.25,86.7 40,86.7 40,1996,4,48,737,ML,La.Nina,9.98,33.92
872,199604,JD,30,CB,1,301,Triphoturus mexicanus,162766,30.2,1,1996-04-22 21:29:00 -08:00,33.657,-118.975,86.7,40,Myctophidae,0.32,86.7 40,86.7 40,1996,4,48,737,ML,La.Nina,9.98,33.92
873,199604,JD,36,CB,1,260,Nannobrachium ritteri,623745,33.2,1,1996-04-24 01:43:00 -08:00,32.323,-121.715,86.7,80,Myctophidae,0.41,86.7 80,86.7 80,1996,4,364,4041,ML,La.Nina,11.02,33.64
874,199604,JD,36,CB,1,292,Stenobrachius leucopsarus,162664,35,1,1996-04-24 01:43:00 -08:00,32.323,-121.715,86.7,80,Myctophidae,0.48,86.7 80,86.7 80,1996,4,364,4041,ML,La.Nina,11.02,33.64
875,199604,JD,39,CB,1,301,Triphoturus mexicanus,162766,27.7,1,1996-04-24 20:52:00 -08:00,31.323,-123.743,86.7,110,Myctophidae,0.25,86.7 110,86.7 110,1996,4,604,3951,ML,La.Nina,15.29,33.68
876,199604,JD,50,CB,1,292,Stenobrachius leucopsarus,162664,45.5,1,1996-04-27 14:15:00 -08:00,34.275,-120.027,81.8,46.9,Myctophidae,1.02,81.8 46.9,81.8 46.9,1996,4,176,578,ML,La.Nina,9.45,34.02
877,199604,JD,53,CB,1,292,Stenobrachius leucopsarus,162664,55.6,1,1996-04-28 02:17:00 -08:00,34.152,-121.15,80,60,Myctophidae,1.81,80 60,80 60,1996,4,273,2204,ML,La.Nina,10.08,33.62
878,199608,NH,3,CB,1,292,Stenobrachius leucopsarus,162664,22.4,1,1996-08-07 17:30:00 -08:00,32.847,-117.532,93.3,30,Myctophidae,0.13,93.3 30,93.3 30,1996,8,127,846, ,Normal,11.91,33.85
879,199608,NH,5,CB,1,301,Triphoturus mexicanus,162766,19.8,1,1996-08-08 02:00:00 -08:00,32.51,-118.215,93.3,40,Myctophidae,0.09,93.3 40,93.3 40,1996,8,129,1627, ,Normal,11.67,33.79
880,199608,NH,9,CB,1,292,Stenobrachius leucopsarus,162664,20,1,1996-08-08 20:25:00 -08:00,31.847,-119.572,93.3,60,Myctophidae,0.1,93.3 60,93.3 60,1996,8,233,1899, ,Normal,12.31,33.57
881,199608,NH,9,CB,1,292,Stenobrachius leucopsarus,162664,22.3,1,1996-08-08 20:25:00 -08:00,31.847,-119.572,93.3,60,Myctophidae,0.13,93.3 60,93.3 60,1996,8,233,1899, ,Normal,12.31,33.57
882,199608,NH,9,CB,1,292,Stenobrachius leucopsarus,162664,22.5,1,1996-08-08 20:25:00 -08:00,31.847,-119.572,93.3,60,Myctophidae,0.14,93.3 60,93.3 60,1996,8,233,1899, ,Normal,12.31,33.57
883,199608,NH,9,CB,1,301,Triphoturus mexicanus,162766,15.9,1,1996-08-08 20:25:00 -08:00,31.847,-119.572,93.3,60,Myctophidae,0.05,93.3 60,93.3 60,1996,8,233,1899, ,Normal,12.31,33.57
884,199608,NH,10,CB,1,260,Nannobrachium ritteri,623745,25,1,1996-08-09 02:20:00 -08:00,31.513,-120.243,93.3,70,Myctophidae,0.18,93.3 70,93.3 70,1996,8,297,3931, ,Normal,12.98,33.52
885,199608,NH,10,CB,1,260,Nannobrachium ritteri,623745,25.4,1,1996-08-09 02:20:00 -08:00,31.513,-120.243,93.3,70,Myctophidae,0.19,93.3 70,93.3 70,1996,8,297,3931, ,Normal,12.98,33.52
886,199608,NH,10,CB,1,301,Triphoturus mexicanus,162766,18.3,1,1996-08-09 02:20:00 -08:00,31.513,-120.243,93.3,70,Myctophidae,0.08,93.3 70,93.3 70,1996,8,297,3931, ,Normal,12.98,33.52
887,199608,NH,25,CB,1,301,Triphoturus mexicanus,162766,40.5,1,1996-08-12 20:58:00 -08:00,33.183,-118.387,90,37,Myctophidae,0.73,90 37,90 37,1996,8,53,1177, ,Normal,11.82,33.82
888,199608,NH,30,CB,1,292,Stenobrachius leucopsarus,162664,19.7,1,1996-08-13 17:15:00 -08:00,33.823,-118.627,86.7,35,Myctophidae,0.09,86.7 35,86.7 35,1996,8,32,662, ,Normal,11.14,33.83
889,199608,NH,30,CB,1,292,Stenobrachius leucopsarus,162664,23.5,1,1996-08-13 17:15:00 -08:00,33.823,-118.627,86.7,35,Myctophidae,0.15,86.7 35,86.7 35,1996,8,32,662, ,Normal,11.14,33.83
890,199608,NH,30,CB,1,301,Triphoturus mexicanus,162766,19.5,1,1996-08-13 17:15:00 -08:00,33.823,-118.627,86.7,35,Myctophidae,0.09,86.7 35,86.7 35,1996,8,32,662, ,Normal,11.14,33.83
891,199608,NH,32,CB,1,292,Stenobrachius leucopsarus,162664,19.6,1,1996-08-14 00:58:00 -08:00,33.488,-119.318,86.7,45,Myctophidae,0.09,86.7 45,86.7 45,1996,8,84,1644, ,Normal,11.27,33.85
892,199608,NH,32,CB,1,301,Triphoturus mexicanus,162766,21,1,1996-08-14 00:58:00 -08:00,33.488,-119.318,86.7,45,Myctophidae,0.11,86.7 45,86.7 45,1996,8,84,1644, ,Normal,11.27,33.85
893,199608,NH,36,CB,1,260,Nannobrachium ritteri,623745,26.7,1,1996-08-15 00:23:00 -08:00,32.657,-121.035,86.7,70,Myctophidae,0.22,86.7 70,86.7 70,1996,8,283,3771, ,Normal,11.38,33.61
894,199608,NH,36,CB,1,260,Nannobrachium ritteri,623745,31.5,1,1996-08-15 00:23:00 -08:00,32.657,-121.035,86.7,70,Myctophidae,0.36,86.7 70,86.7 70,1996,8,283,3771, ,Normal,11.38,33.61
895,199608,NH,39,CB,1,292,Stenobrachius leucopsarus,162664,61.2,1,1996-08-15 20:12:00 -08:00,31.658,-123.07,86.7,100,Myctophidae,2.38,86.7 100,86.7 100,1996,8,524,4147, ,Normal,11.65,33.58
896,199608,NH,43,CB,1,260,Nannobrachium ritteri,623745,29.5,1,1996-08-16 22:40:00 -08:00,32.578,-122.813,83.3,90,Myctophidae,0.3,83.3 90,83.3 90,1996,8,456,4247, ,Normal,14.17,33.37
897,199608,NH,47,CB,1,292,Stenobrachius leucopsarus,162664,18.1,1,1996-08-17 21:31:00 -08:00,33.743,-120.412,83.3,55,Myctophidae,0.07,83.3 55,83.3 55,1996,8,185,999, ,Normal,11.16,33.9
898,199608,NH,47,CB,1,292,Stenobrachius leucopsarus,162664,18.8,1,1996-08-17 21:31:00 -08:00,33.743,-120.412,83.3,55,Myctophidae,0.08,83.3 55,83.3 55,1996,8,185,999, ,Normal,11.16,33.9
899,199608,NH,47,CB,1,292,Stenobrachius leucopsarus,162664,50.2,1,1996-08-17 21:31:00 -08:00,33.743,-120.412,83.3,55,Myctophidae,1.35,83.3 55,83.3 55,1996,8,185,999, ,Normal,11.16,33.9
900,199608,NH,47,CB,1,292,Stenobrachius leucopsarus,162664,65.6,1,1996-08-17 21:31:00 -08:00,33.743,-120.412,83.3,55,Myctophidae,2.9,83.3 55,83.3 55,1996,8,185,999, ,Normal,11.16,33.9
901,199608,NH,53,CB,1,292,Stenobrachius leucopsarus,162664,28,1,1996-08-18 23:05:00 -08:00,34.317,-120.802,80,55,Myctophidae,0.25,80 55,80 55,1996,8,250,780, ,Normal,10.62,33.92
902,199608,NH,53,CB,1,292,Stenobrachius leucopsarus,162664,51,1,1996-08-18 23:05:00 -08:00,34.317,-120.802,80,55,Myctophidae,1.41,80 55,80 55,1996,8,250,780, ,Normal,10.62,33.92
903,199608,NH,54,CB,1,292,Stenobrachius leucopsarus,162664,19.8,1,1996-08-19 03:08:00 -08:00,34.15,-121.15,80,60,Myctophidae,0.09,80 60,80 60,1996,8,273,2204, ,Normal,10.92,33.83
904,199608,NH,54,CB,1,292,Stenobrachius leucopsarus,162664,43.5,1,1996-08-19 03:08:00 -08:00,34.15,-121.15,80,60,Myctophidae,0.9,80 60,80 60,1996,8,273,2204, ,Normal,10.92,33.83
905,199608,NH,54,CB,1,292,Stenobrachius leucopsarus,162664,49.3,1,1996-08-19 03:08:00 -08:00,34.15,-121.15,80,60,Myctophidae,1.28,80 60,80 60,1996,8,273,2204, ,Normal,10.92,33.83
906,199608,NH,54,CB,1,292,Stenobrachius leucopsarus,162664,58.2,1,1996-08-19 03:08:00 -08:00,34.15,-121.15,80,60,Myctophidae,2.06,80 60,80 60,1996,8,273,2204, ,Normal,10.92,33.83
907,199610,RR,3,CB,1,301,Triphoturus mexicanus,162766,46.3,1,1996-10-10 18:33:00 -08:00,32.847,-117.535,93.3,30,Myctophidae,1.07,93.3 30,93.3 30,1996,10,127,846, ,Normal,11.54,33.81
908,199610,RR,23,CB,1,260,Nannobrachium ritteri,623745,59.5,1,1996-10-19 02:40:00 -08:00,32.652,-119.482,90,53,Myctophidae,2.19,90 53,90 53,1996,10,143,1309, ,Normal,12.5,33.63
909,199610,RR,26,CB,1,292,Stenobrachius leucopsarus,162664,25.6,1,1996-10-19 19:46:00 -08:00,33.252,-118.25,90,35,Myctophidae,0.2,90 35,90 35,1996,10,45,344, ,Normal,11.71,33.77
910,199610,RR,27,CB,1,292,Stenobrachius leucopsarus,162664,43,1,1996-10-20 01:00:00 -08:00,33.418,-117.905,90,30,Myctophidae,0.87,90 30,90 30,1996,10,62,613, ,Normal,12.05,33.68
911,199610,RR,27,CB,1,301,Triphoturus mexicanus,162766,17.7,1,1996-10-20 01:00:00 -08:00,33.418,-117.905,90,30,Myctophidae,0.07,90 30,90 30,1996,10,62,613, ,Normal,12.05,33.68
912,199610,RR,27,CB,1,301,Triphoturus mexicanus,162766,23.4,1,1996-10-20 01:00:00 -08:00,33.418,-117.905,90,30,Myctophidae,0.15,90 30,90 30,1996,10,62,613, ,Normal,12.05,33.68
913,199610,RR,27,CB,1,301,Triphoturus mexicanus,162766,30.5,1,1996-10-20 01:00:00 -08:00,33.418,-117.905,90,30,Myctophidae,0.32,90 30,90 30,1996,10,62,613, ,Normal,12.05,33.68
914,199610,RR,31,CB,1,292,Stenobrachius leucopsarus,162664,29.1,1,1996-10-21 00:04:00 -08:00,33.657,-118.977,86.7,40,Myctophidae,0.28,86.7 40,86.7 40,1996,10,48,737, ,Normal,11.56,33.75
915,199610,RR,36,CB,1,260,Nannobrachium ritteri,623745,60.6,1,1996-10-22 00:20:00 -08:00,32.657,-121.032,86.7,70,Myctophidae,2.31,86.7 70,86.7 70,1996,10,283,3771, ,Normal,10.69,33.69
916,199610,RR,36,CB,1,292,Stenobrachius leucopsarus,162664,30.7,1,1996-10-22 00:20:00 -08:00,32.657,-121.032,86.7,70,Myctophidae,0.33,86.7 70,86.7 70,1996,10,283,3771, ,Normal,10.69,33.69
917,199610,RR,36,CB,1,301,Triphoturus mexicanus,162766,24.5,1,1996-10-22 00:20:00 -08:00,32.657,-121.032,86.7,70,Myctophidae,0.17,86.7 70,86.7 70,1996,10,283,3771, ,Normal,10.69,33.69
918,199610,RR,38,CB,1,260,Nannobrachium ritteri,623745,26,1,1996-10-22 16:55:00 -08:00,31.99,-122.395,86.7,90,Myctophidae,0.21,86.7 90,86.7 90,1996,10,444,4099, ,Normal,12.61,33.45
919,199610,RR,38,CB,1,260,Nannobrachium ritteri,623745,35.5,1,1996-10-22 16:55:00 -08:00,31.99,-122.395,86.7,90,Myctophidae,0.5,86.7 90,86.7 90,1996,10,444,4099, ,Normal,12.61,33.45
920,199610,RR,38,CB,1,301,Triphoturus mexicanus,162766,24.1,1,1996-10-22 16:55:00 -08:00,31.99,-122.395,86.7,90,Myctophidae,0.17,86.7 90,86.7 90,1996,10,444,4099, ,Normal,12.61,33.45
921,199610,RR,43,CB,1,260,Nannobrachium ritteri,623745,26,1,1996-10-24 22:01:00 -08:00,32.578,-122.812,83.3,90,Myctophidae,0.21,83.3 90,83.3 90,1996,10,456,4247, ,Normal,13.98,33.3
922,199610,RR,43,CB,1,260,Nannobrachium ritteri,623745,32.2,1,1996-10-24 22:01:00 -08:00,32.578,-122.812,83.3,90,Myctophidae,0.38,83.3 90,83.3 90,1996,10,456,4247, ,Normal,13.98,33.3
923,199610,RR,43,CB,1,292,Stenobrachius leucopsarus,162664,48,1,1996-10-24 22:01:00 -08:00,32.578,-122.812,83.3,90,Myctophidae,1.19,83.3 90,83.3 90,1996,10,456,4247, ,Normal,13.98,33.3
924,199702,JD,4,CB,1,301,Triphoturus mexicanus,162766,22,1,1997-01-29 19:34:00 -08:00,32.68,-117.873,93.3,35,Myctophidae,0.13,93.3 35,93.3 35,1997,1,122,616, ,Normal,11.66,33.75
925,199702,JD,5,CB,1,301,Triphoturus mexicanus,162766,26,1,1997-01-29 23:25:00 -08:00,32.513,-118.217,93.3,40,Myctophidae,0.21,93.3 40,93.3 40,1997,1,129,1627, ,Normal,11.28,33.69
926,199702,JD,5,CB,1,301,Triphoturus mexicanus,162766,26.5,1,1997-01-29 23:25:00 -08:00,32.513,-118.217,93.3,40,Myctophidae,0.22,93.3 40,93.3 40,1997,1,129,1627, ,Normal,11.28,33.69
927,199702,JD,5,CB,1,301,Triphoturus mexicanus,162766,33.5,1,1997-01-29 23:25:00 -08:00,32.513,-118.217,93.3,40,Myctophidae,0.42,93.3 40,93.3 40,1997,1,129,1627, ,Normal,11.28,33.69
928,199702,JD,6,CB,1,301,Triphoturus mexicanus,162766,22,1,1997-01-30 03:16:00 -08:00,32.347,-118.555,93.3,45,Myctophidae,0.13,93.3 45,93.3 45,1997,1,147,1376, ,Normal,11.55,33.68
929,199702,JD,6,CB,1,301,Triphoturus mexicanus,162766,26.5,1,1997-01-30 03:16:00 -08:00,32.347,-118.555,93.3,45,Myctophidae,0.22,93.3 45,93.3 45,1997,1,147,1376, ,Normal,11.55,33.68
930,199702,JD,6,CB,1,301,Triphoturus mexicanus,162766,28.5,1,1997-01-30 03:16:00 -08:00,32.347,-118.555,93.3,45,Myctophidae,0.27,93.3 45,93.3 45,1997,1,147,1376, ,Normal,11.55,33.68
931,199702,JD,20,CB,1,301,Triphoturus mexicanus,162766,63.9,1,1997-02-02 23:08:00 -08:00,31.752,-121.315,90,80,Myctophidae,2.69,90 80,90 80,1997,2,353,3694, ,Normal,11.22,33.5
932,199702,JD,23,CB,1,260,Nannobrachium ritteri,623745,28.5,1,1997-02-03 20:57:00 -08:00,32.652,-119.482,90,53,Myctophidae,0.27,90 53,90 53,1997,2,143,1309, ,Normal,11.11,33.64
933,199702,JD,23,CB,1,301,Triphoturus mexicanus,162766,22.1,1,1997-02-03 20:57:00 -08:00,32.652,-119.482,90,53,Myctophidae,0.13,90 53,90 53,1997,2,143,1309, ,Normal,11.11,33.64
934,199702,JD,24,CB,1,301,Triphoturus mexicanus,162766,54,1,1997-02-04 02:48:00 -08:00,32.918,-118.935,90,45,Myctophidae,1.66,90 45,90 45,1997,2,92,1695, ,Normal,11.13,33.74
935,199702,JD,30,CB,1,292,Stenobrachius leucopsarus,162664,50,1,1997-02-05 04:29:00 -08:00,33.823,-118.628,86.7,35,Myctophidae,1.33,86.7 35,86.7 35,1997,2,32,662, ,Normal,11.1,33.8
936,199702,JD,34,CB,1,301,Triphoturus mexicanus,162766,19,1,1997-02-05 22:10:00 -08:00,33.158,-120.007,86.7,55,Myctophidae,0.08,86.7 55,86.7 55,1997,2,166,1201, ,Normal,10.83,33.62
937,199702,JD,35,CB,1,292,Stenobrachius leucopsarus,162664,36,1,1997-02-06 02:28:00 -08:00,32.99,-120.35,86.7,60,Myctophidae,0.52,86.7 60,86.7 60,1997,2,204,722, ,Normal,10.67,33.5
938,199702,JD,39,CB,1,260,Nannobrachium ritteri,623745,25,1,1997-02-07 03:49:00 -08:00,31.657,-123.07,86.7,100,Myctophidae,0.18,86.7 100,86.7 100,1997,2,524,4147, ,Normal,12.91,33.37
939,199702,JD,51,CB,1,292,Stenobrachius leucopsarus,162664,36,1,1997-02-10 01:44:00 -08:00,34.275,-120.025,81.8,46.9,Myctophidae,0.52,81.8 46.9,81.8 46.9,1997,2,176,578, ,Normal,10.49,33.87
940,199702,JD,51,CB,1,292,Stenobrachius leucopsarus,162664,38.2,1,1997-02-10 01:44:00 -08:00,34.275,-120.025,81.8,46.9,Myctophidae,0.62,81.8 46.9,81.8 46.9,1997,2,176,578, ,Normal,10.49,33.87
941,199702,JD,56,CB,1,292,Stenobrachius leucopsarus,162664,58.4,1,1997-02-11 02:06:00 -08:00,33.483,-122.533,80,80,Myctophidae,2.08,80 80,80 80,1997,2,385,4007, ,Normal,10.92,33.5
942,199704,NH,5,CB,1,301,Triphoturus mexicanus,162766,29,1,1997-04-03 02:02:00 -08:00,32.513,-118.213,93.3,40,Myctophidae,0.28,93.3 40,93.3 40,1997,4,129,1627, ,Normal,NA,NA
943,199704,NH,5,CB,1,301,Triphoturus mexicanus,162766,50,1,1997-04-03 02:02:00 -08:00,32.513,-118.213,93.3,40,Myctophidae,1.33,93.3 40,93.3 40,1997,4,129,1627, ,Normal,NA,NA
