UID,Cruise,Ship,OrderOcc,TowType,TowNumber,SpeciesCode,SpeciesName,ITISTSN,Size,Count,Datetime,Lat,Lon,Line,Station,family,weight,nearest.CalCOFI.site,line.station,year,month,distance.from.dumpsite,estimated.depth.nearest.CalCOFI.site,Type,ENSO.general,mean.temp.top.210,mean.salinity.top.210
2468,201601,RL,23,CB,1,301,Triphoturus mexicanus,162766,23.1,1,2016-01-12 02:23:00 -08:00,32.083,-120.64,90,70,Myctophidae,0.15,90 70,90 70,2016,1,275,3806,VSE,El.Nino,12.97,33.41
2469,201601,RL,27,CB,1,301,Triphoturus mexicanus,162766,17.5,1,2016-01-13 01:31:00 -08:00,33.183,-118.387,90,37,Myctophidae,0.07,90 37,90 37,2016,1,53,1177,VSE,El.Nino,12.98,33.71
2470,201601,RL,27,CB,1,301,Triphoturus mexicanus,162766,21.9,1,2016-01-13 01:31:00 -08:00,33.183,-118.387,90,37,Myctophidae,0.13,90 37,90 37,2016,1,53,1177,VSE,El.Nino,12.98,33.71
2471,201601,RL,27,CB,1,301,Triphoturus mexicanus,162766,22.8,1,2016-01-13 01:31:00 -08:00,33.183,-118.387,90,37,Myctophidae,0.14,90 37,90 37,2016,1,53,1177,VSE,El.Nino,12.98,33.71
2472,201601,RL,27,CB,1,301,Triphoturus mexicanus,162766,24.8,1,2016-01-13 01:31:00 -08:00,33.183,-118.387,90,37,Myctophidae,0.18,90 37,90 37,2016,1,53,1177,VSE,El.Nino,12.98,33.71
2473,201601,RL,27,CB,1,301,Triphoturus mexicanus,162766,25.7,1,2016-01-13 01:31:00 -08:00,33.183,-118.387,90,37,Myctophidae,0.2,90 37,90 37,2016,1,53,1177,VSE,El.Nino,12.98,33.71
2474,201601,RL,27,CB,1,301,Triphoturus mexicanus,162766,26.2,1,2016-01-13 01:31:00 -08:00,33.183,-118.387,90,37,Myctophidae,0.21,90 37,90 37,2016,1,53,1177,VSE,El.Nino,12.98,33.71
2475,201601,RL,27,CB,1,301,Triphoturus mexicanus,162766,26.3,1,2016-01-13 01:31:00 -08:00,33.183,-118.387,90,37,Myctophidae,0.21,90 37,90 37,2016,1,53,1177,VSE,El.Nino,12.98,33.71
2476,201601,RL,27,CB,1,301,Triphoturus mexicanus,162766,27.1,1,2016-01-13 01:31:00 -08:00,33.183,-118.387,90,37,Myctophidae,0.23,90 37,90 37,2016,1,53,1177,VSE,El.Nino,12.98,33.71
2477,201601,RL,27,CB,1,301,Triphoturus mexicanus,162766,27.2,1,2016-01-13 01:31:00 -08:00,33.183,-118.387,90,37,Myctophidae,0.23,90 37,90 37,2016,1,53,1177,VSE,El.Nino,12.98,33.71
2478,201601,RL,27,CB,1,301,Triphoturus mexicanus,162766,28.4,1,2016-01-13 01:31:00 -08:00,33.183,-118.387,90,37,Myctophidae,0.26,90 37,90 37,2016,1,53,1177,VSE,El.Nino,12.98,33.71
2479,201601,RL,27,CB,1,301,Triphoturus mexicanus,162766,32.3,1,2016-01-13 01:31:00 -08:00,33.183,-118.387,90,37,Myctophidae,0.38,90 37,90 37,2016,1,53,1177,VSE,El.Nino,12.98,33.71
2480,201601,RL,27,CB,1,301,Triphoturus mexicanus,162766,33.5,1,2016-01-13 01:31:00 -08:00,33.183,-118.387,90,37,Myctophidae,0.42,90 37,90 37,2016,1,53,1177,VSE,El.Nino,12.98,33.71
2481,201601,RL,27,CB,1,301,Triphoturus mexicanus,162766,52.7,1,2016-01-13 01:31:00 -08:00,33.183,-118.387,90,37,Myctophidae,1.55,90 37,90 37,2016,1,53,1177,VSE,El.Nino,12.98,33.71
2482,201601,RL,35,CB,1,292,Stenobrachius leucopsarus,162664,32,1,2016-01-14 01:21:00 -08:00,33.828,-118.618,86.7,35,Myctophidae,0.37,86.7 35,86.7 35,2016,1,32,662,VSE,El.Nino,13.22,33.75
2483,201601,RL,39,CB,1,260,Nannobrachium ritteri,623745,36.5,1,2016-01-14 17:00:00 -08:00,33.155,-120.007,86.7,55,Myctophidae,0.54,86.7 55,86.7 55,2016,1,166,1201,VSE,El.Nino,12.12,33.5
2484,201601,RL,39,CB,1,301,Triphoturus mexicanus,162766,19.4,1,2016-01-14 17:00:00 -08:00,33.155,-120.007,86.7,55,Myctophidae,0.09,86.7 55,86.7 55,2016,1,166,1201,VSE,El.Nino,12.12,33.5
2485,201601,RL,39,CB,1,301,Triphoturus mexicanus,162766,24,1,2016-01-14 17:00:00 -08:00,33.155,-120.007,86.7,55,Myctophidae,0.16,86.7 55,86.7 55,2016,1,166,1201,VSE,El.Nino,12.12,33.5
2486,201601,RL,39,CB,1,301,Triphoturus mexicanus,162766,24.3,1,2016-01-14 17:00:00 -08:00,33.155,-120.007,86.7,55,Myctophidae,0.17,86.7 55,86.7 55,2016,1,166,1201,VSE,El.Nino,12.12,33.5
2487,201601,RL,48,CB,1,301,Triphoturus mexicanus,162766,28,1,2016-01-16 20:31:00 -08:00,32.578,-122.807,83.3,90,Myctophidae,0.25,83.3 90,83.3 90,2016,1,456,4247,VSE,El.Nino,12.33,33.32
2488,201601,RL,49,CB,1,260,Nannobrachium ritteri,623745,30,1,2016-01-17 02:35:00 -08:00,32.912,-122.128,83.3,80,Myctophidae,0.31,83.3 80,83.3 80,2016,1,376,4180,VSE,El.Nino,11.7,33.66
2489,201601,RL,49,CB,1,301,Triphoturus mexicanus,162766,22.7,1,2016-01-17 02:35:00 -08:00,32.912,-122.128,83.3,80,Myctophidae,0.14,83.3 80,83.3 80,2016,1,376,4180,VSE,El.Nino,11.7,33.66
2490,201601,RL,49,CB,1,301,Triphoturus mexicanus,162766,25.3,1,2016-01-17 02:35:00 -08:00,32.912,-122.128,83.3,80,Myctophidae,0.19,83.3 80,83.3 80,2016,1,376,4180,VSE,El.Nino,11.7,33.66
2491,201601,RL,49,CB,1,301,Triphoturus mexicanus,162766,25.5,1,2016-01-17 02:35:00 -08:00,32.912,-122.128,83.3,80,Myctophidae,0.19,83.3 80,83.3 80,2016,1,376,4180,VSE,El.Nino,11.7,33.66
2492,201601,RL,49,CB,1,301,Triphoturus mexicanus,162766,27.1,1,2016-01-17 02:35:00 -08:00,32.912,-122.128,83.3,80,Myctophidae,0.23,83.3 80,83.3 80,2016,1,376,4180,VSE,El.Nino,11.7,33.66
2493,201601,RL,49,CB,1,301,Triphoturus mexicanus,162766,29.3,1,2016-01-17 02:35:00 -08:00,32.912,-122.128,83.3,80,Myctophidae,0.29,83.3 80,83.3 80,2016,1,376,4180,VSE,El.Nino,11.7,33.66
2494,201601,RL,52,CB,1,301,Triphoturus mexicanus,162766,21.2,1,2016-01-17 20:10:00 -08:00,33.745,-120.408,83.3,55,Myctophidae,0.11,83.3 55,83.3 55,2016,1,185,999,VSE,El.Nino,11.94,33.73
2495,201601,RL,52,CB,1,301,Triphoturus mexicanus,162766,21.5,1,2016-01-17 20:10:00 -08:00,33.745,-120.408,83.3,55,Myctophidae,0.12,83.3 55,83.3 55,2016,1,185,999,VSE,El.Nino,11.94,33.73
2496,201601,RL,52,CB,1,301,Triphoturus mexicanus,162766,23.4,1,2016-01-17 20:10:00 -08:00,33.745,-120.408,83.3,55,Myctophidae,0.15,83.3 55,83.3 55,2016,1,185,999,VSE,El.Nino,11.94,33.73
2497,201601,RL,52,CB,1,301,Triphoturus mexicanus,162766,33.3,1,2016-01-17 20:10:00 -08:00,33.745,-120.408,83.3,55,Myctophidae,0.42,83.3 55,83.3 55,2016,1,185,999,VSE,El.Nino,11.94,33.73
2498,201601,RL,58,CB,1,301,Triphoturus mexicanus,162766,18.5,1,2016-01-18 15:47:00 -08:00,34.277,-120.027,81.8,46.9,Myctophidae,0.08,81.8 46.9,81.8 46.9,2016,1,176,578,VSE,El.Nino,11.72,33.8
2499,201601,RL,62,CB,1,301,Triphoturus mexicanus,162766,59.5,1,2016-01-19 04:30:00 -08:00,34.15,-121.15,80,60,Myctophidae,2.19,80 60,80 60,2016,1,273,2204,VSE,El.Nino,11.87,33.57
2500,201601,RL,65,CB,1,260,Nannobrachium ritteri,623745,25.2,1,2016-01-19 23:26:00 -08:00,33.153,-123.22,80,90,Myctophidae,0.19,80 90,80 90,2016,1,466,4229,VSE,El.Nino,12.31,33.34
2501,201601,RL,65,CB,1,260,Nannobrachium ritteri,623745,26.2,1,2016-01-19 23:26:00 -08:00,33.153,-123.22,80,90,Myctophidae,0.21,80 90,80 90,2016,1,466,4229,VSE,El.Nino,12.31,33.34
2502,201604,SH,4,CB,1,301,Triphoturus mexicanus,162766,27,1,2016-04-01 18:36:00 -08:00,32.912,-117.395,93.3,28,Myctophidae,0.23,93.3 28,93.3 28,2016,4,135,609,VSE,El.Nino,11.07,33.8
2503,201604,SH,4,CB,1,301,Triphoturus mexicanus,162766,28.8,1,2016-04-01 18:36:00 -08:00,32.912,-117.395,93.3,28,Myctophidae,0.28,93.3 28,93.3 28,2016,4,135,609,VSE,El.Nino,11.07,33.8
2504,201604,SH,4,CB,1,301,Triphoturus mexicanus,162766,30.8,1,2016-04-01 18:36:00 -08:00,32.912,-117.395,93.3,28,Myctophidae,0.33,93.3 28,93.3 28,2016,4,135,609,VSE,El.Nino,11.07,33.8
2505,201604,SH,4,CB,1,301,Triphoturus mexicanus,162766,31.1,1,2016-04-01 18:36:00 -08:00,32.912,-117.395,93.3,28,Myctophidae,0.34,93.3 28,93.3 28,2016,4,135,609,VSE,El.Nino,11.07,33.8
2506,201604,SH,4,CB,1,301,Triphoturus mexicanus,162766,31.2,1,2016-04-01 18:36:00 -08:00,32.912,-117.395,93.3,28,Myctophidae,0.35,93.3 28,93.3 28,2016,4,135,609,VSE,El.Nino,11.07,33.8
2507,201604,SH,5,CB,1,301,Triphoturus mexicanus,162766,30.4,1,2016-04-01 21:18:00 -08:00,32.843,-117.532,93.3,30,Myctophidae,0.32,93.3 30,93.3 30,2016,4,127,846,VSE,El.Nino,11.68,33.78
2508,201604,SH,10,CB,1,301,Triphoturus mexicanus,162766,28,1,2016-04-02 17:06:00 -08:00,32.013,-119.235,93.3,55,Myctophidae,0.25,93.3 55,93.3 55,2016,4,202,1588,VSE,El.Nino,11.43,33.67
2509,201604,SH,10,CB,1,301,Triphoturus mexicanus,162766,29.5,1,2016-04-02 17:06:00 -08:00,32.013,-119.235,93.3,55,Myctophidae,0.3,93.3 55,93.3 55,2016,4,202,1588,VSE,El.Nino,11.43,33.67
2510,201604,SH,10,CB,1,301,Triphoturus mexicanus,162766,30,1,2016-04-02 17:06:00 -08:00,32.013,-119.235,93.3,55,Myctophidae,0.31,93.3 55,93.3 55,2016,4,202,1588,VSE,El.Nino,11.43,33.67
2511,201604,SH,10,CB,1,301,Triphoturus mexicanus,162766,30.8,1,2016-04-02 17:06:00 -08:00,32.013,-119.235,93.3,55,Myctophidae,0.33,93.3 55,93.3 55,2016,4,202,1588,VSE,El.Nino,11.43,33.67
2512,201604,SH,12,CB,1,301,Triphoturus mexicanus,162766,32,1,2016-04-03 02:42:00 -08:00,31.515,-120.245,93.3,70,Myctophidae,0.37,93.3 70,93.3 70,2016,4,297,3931,VSE,El.Nino,12.72,33.48
2513,201604,SH,23,CB,1,301,Triphoturus mexicanus,162766,32.7,1,2016-04-05 20:55:00 -08:00,32.085,-120.638,90,70,Myctophidae,0.4,90 70,90 70,2016,4,275,3806,VSE,El.Nino,12.18,33.51
2514,201604,SH,23,CB,1,301,Triphoturus mexicanus,162766,36,1,2016-04-05 20:55:00 -08:00,32.085,-120.638,90,70,Myctophidae,0.52,90 70,90 70,2016,4,275,3806,VSE,El.Nino,12.18,33.51
2515,201604,SH,23,CB,1,301,Triphoturus mexicanus,162766,57.8,1,2016-04-05 20:55:00 -08:00,32.085,-120.638,90,70,Myctophidae,2.02,90 70,90 70,2016,4,275,3806,VSE,El.Nino,12.18,33.51
2516,201604,SH,24,CB,1,301,Triphoturus mexicanus,162766,27.7,1,2016-04-06 02:45:00 -08:00,32.418,-119.958,90,60,Myctophidae,0.25,90 60,90 60,2016,4,193,880,VSE,El.Nino,12.42,33.58
2517,201604,SH,28,CB,1,301,Triphoturus mexicanus,162766,30.2,1,2016-04-06 22:23:00 -08:00,33.252,-118.248,90,35,Myctophidae,0.32,90 35,90 35,2016,4,45,344,VSE,El.Nino,11.78,33.82
2518,201604,SH,28,CB,1,301,Triphoturus mexicanus,162766,54.5,1,2016-04-06 22:23:00 -08:00,33.252,-118.248,90,35,Myctophidae,1.71,90 35,90 35,2016,4,45,344,VSE,El.Nino,11.78,33.82
2519,201604,SH,28,CB,1,301,Triphoturus mexicanus,162766,59.4,1,2016-04-06 22:23:00 -08:00,33.252,-118.248,90,35,Myctophidae,2.18,90 35,90 35,2016,4,45,344,VSE,El.Nino,11.78,33.82
2520,201604,SH,29,CB,1,301,Triphoturus mexicanus,162766,30.2,1,2016-04-07 02:30:00 -08:00,33.418,-117.903,90,30,Myctophidae,0.32,90 30,90 30,2016,4,62,613,VSE,El.Nino,10.96,33.93
2521,201604,SH,35,CB,1,260,Nannobrachium ritteri,623745,59.6,1,2016-04-07 17:14:00 -08:00,33.823,-118.627,86.7,35,Myctophidae,2.2,86.7 35,86.7 35,2016,4,32,662,VSE,El.Nino,10.72,33.91
2522,201604,SH,43,CB,1,292,Stenobrachius leucopsarus,162664,55.3,1,2016-04-08 22:05:00 -08:00,33.157,-120.005,86.7,55,Myctophidae,1.78,86.7 55,86.7 55,2016,4,166,1201,VSE,El.Nino,11.01,33.65
2523,201604,SH,43,CB,1,292,Stenobrachius leucopsarus,162664,63.6,1,2016-04-08 22:05:00 -08:00,33.157,-120.005,86.7,55,Myctophidae,2.66,86.7 55,86.7 55,2016,4,166,1201,VSE,El.Nino,11.01,33.65
2524,201604,SH,44,CB,1,292,Stenobrachius leucopsarus,162664,40.3,1,2016-04-09 02:12:00 -08:00,32.99,-120.347,86.7,60,Myctophidae,0.72,86.7 60,86.7 60,2016,4,204,722,VSE,El.Nino,11.05,33.55
2525,201604,SH,47,CB,1,301,Triphoturus mexicanus,162766,27,1,2016-04-09 20:55:00 -08:00,31.99,-122.395,86.7,90,Myctophidae,0.23,86.7 90,86.7 90,2016,4,444,4099,VSE,El.Nino,12.87,33.3
2526,201604,SH,48,CB,1,301,Triphoturus mexicanus,162766,26.2,1,2016-04-10 02:15:00 -08:00,31.657,-123.068,86.7,100,Myctophidae,0.21,86.7 100,86.7 100,2016,4,524,4147,VSE,El.Nino,12.86,33.32
2527,201604,SH,52,CB,1,301,Triphoturus mexicanus,162766,29.9,1,2016-04-11 01:30:00 -08:00,32.578,-122.812,83.3,90,Myctophidae,0.31,83.3 90,83.3 90,2016,4,456,4247,VSE,El.Nino,12.69,33.33
2528,201604,SH,71,CB,1,260,Nannobrachium ritteri,623745,22.8,1,2016-04-14 21:15:00 -08:00,33.147,-123.223,80,90,Myctophidae,0.14,80 90,80 90,2016,4,466,4229,VSE,El.Nino,11.52,33.47
2529,201604,SH,71,CB,1,260,Nannobrachium ritteri,623745,30.1,1,2016-04-14 21:15:00 -08:00,33.147,-123.223,80,90,Myctophidae,0.31,80 90,80 90,2016,4,466,4229,VSE,El.Nino,11.52,33.47
2530,201604,SH,73,CB,1,292,Stenobrachius leucopsarus,162664,38.6,1,2016-04-15 23:05:00 -08:00,34.318,-120.808,80,55,Myctophidae,0.64,80 55,80 55,2016,4,250,780,VSE,El.Nino,10.4,33.83
2531,201604,SH,73,CB,1,292,Stenobrachius leucopsarus,162664,41.6,1,2016-04-15 23:05:00 -08:00,34.318,-120.808,80,55,Myctophidae,0.79,80 55,80 55,2016,4,250,780,VSE,El.Nino,10.4,33.83
2532,201607,OS,5,CB,1,301,Triphoturus mexicanus,162766,48.6,1,2016-07-10 21:50:00 -08:00,32.847,-117.532,93.3,30,Myctophidae,1.23,93.3 30,93.3 30,2016,7,127,846,WL,La.Nina,11.31,33.77
2533,201607,OS,10,CB,1,292,Stenobrachius leucopsarus,162664,54.1,1,2016-07-11 20:32:00 -08:00,32.015,-119.222,93.3,55,Myctophidae,1.67,93.3 55,93.3 55,2016,7,202,1588,WL,La.Nina,10.83,33.79
2534,201607,OS,10,CB,1,301,Triphoturus mexicanus,162766,62.2,1,2016-07-11 20:32:00 -08:00,32.015,-119.222,93.3,55,Myctophidae,2.49,93.3 55,93.3 55,2016,7,202,1588,WL,La.Nina,10.83,33.79
2535,201607,OS,11,CB,1,292,Stenobrachius leucopsarus,162664,17.2,1,2016-07-12 01:10:00 -08:00,31.847,-119.567,93.3,60,Myctophidae,0.06,93.3 60,93.3 60,2016,7,233,1899,WL,La.Nina,10.89,33.69
2536,201607,OS,11,CB,1,292,Stenobrachius leucopsarus,162664,19.9,1,2016-07-12 01:10:00 -08:00,31.847,-119.567,93.3,60,Myctophidae,0.1,93.3 60,93.3 60,2016,7,233,1899,WL,La.Nina,10.89,33.69
2537,201607,OS,11,CB,1,292,Stenobrachius leucopsarus,162664,24.1,1,2016-07-12 01:10:00 -08:00,31.847,-119.567,93.3,60,Myctophidae,0.17,93.3 60,93.3 60,2016,7,233,1899,WL,La.Nina,10.89,33.69
2538,201607,OS,25,CB,1,292,Stenobrachius leucopsarus,162664,23.2,1,2016-07-15 20:34:00 -08:00,32.65,-119.483,90,53,Myctophidae,0.15,90 53,90 53,2016,7,143,1309,WL,La.Nina,10.25,33.92
2539,201607,OS,25,CB,1,292,Stenobrachius leucopsarus,162664,24.8,1,2016-07-15 20:34:00 -08:00,32.65,-119.483,90,53,Myctophidae,0.18,90 53,90 53,2016,7,143,1309,WL,La.Nina,10.25,33.92
2540,201607,OS,25,CB,1,301,Triphoturus mexicanus,162766,50.7,1,2016-07-15 20:34:00 -08:00,32.65,-119.483,90,53,Myctophidae,1.39,90 53,90 53,2016,7,143,1309,WL,La.Nina,10.25,33.92
2541,201607,OS,39,CB,1,292,Stenobrachius leucopsarus,162664,46.9,1,2016-07-17 22:59:00 -08:00,33.158,-120.005,86.7,55,Myctophidae,1.11,86.7 55,86.7 55,2016,7,166,1201,WL,La.Nina,10.59,33.89
2542,201607,OS,39,CB,1,292,Stenobrachius leucopsarus,162664,54.9,1,2016-07-17 22:59:00 -08:00,33.158,-120.005,86.7,55,Myctophidae,1.74,86.7 55,86.7 55,2016,7,166,1201,WL,La.Nina,10.59,33.89
2543,201607,OS,40,CB,1,301,Triphoturus mexicanus,162766,32.5,1,2016-07-18 03:10:00 -08:00,32.992,-120.347,86.7,60,Myctophidae,0.39,86.7 60,86.7 60,2016,7,204,722,WL,La.Nina,10.55,33.71
2544,201607,OS,40,CB,1,301,Triphoturus mexicanus,162766,39.2,1,2016-07-18 03:10:00 -08:00,32.992,-120.347,86.7,60,Myctophidae,0.67,86.7 60,86.7 60,2016,7,204,722,WL,La.Nina,10.55,33.71
2545,201607,OS,46,CB,1,260,Nannobrachium ritteri,623745,28,1,2016-07-19 18:38:00 -08:00,31.912,-124.168,83.3,110,Myctophidae,0.25,83.3 110,83.3 110,2016,7,616,4163,WL,La.Nina,14.23,33.31
2546,201607,OS,47,CB,1,292,Stenobrachius leucopsarus,162664,22.3,1,2016-07-20 00:56:00 -08:00,32.245,-123.495,83.3,100,Myctophidae,0.13,83.3 100,83.3 100,2016,7,535,4145,WL,La.Nina,13.45,33.27
2547,201607,OS,50,CB,1,260,Nannobrachium ritteri,623745,61.8,1,2016-07-20 22:34:00 -08:00,33.25,-121.445,83.3,70,Myctophidae,2.45,83.3 70,83.3 70,2016,7,295,3797,WL,La.Nina,10.81,33.63
2548,201607,OS,50,CB,1,292,Stenobrachius leucopsarus,162664,24.6,1,2016-07-20 22:34:00 -08:00,33.25,-121.445,83.3,70,Myctophidae,0.18,83.3 70,83.3 70,2016,7,295,3797,WL,La.Nina,10.81,33.63
2549,201607,OS,62,CB,1,292,Stenobrachius leucopsarus,162664,23.9,1,2016-07-23 19:43:00 -08:00,34.15,-121.157,80,60,Myctophidae,0.16,80 60,80 60,2016,7,273,2204,WL,La.Nina,10.48,33.81
2550,201607,OS,62,CB,1,292,Stenobrachius leucopsarus,162664,72.1,1,2016-07-23 19:43:00 -08:00,34.15,-121.157,80,60,Myctophidae,3.8,80 60,80 60,2016,7,273,2204,WL,La.Nina,10.48,33.81
2551,201607,RL,132,CB,1,292,Stenobrachius leucopsarus,162664,24.3,1,2016-09-07 21:01:00 -08:00,34.157,-120.098,82.2,48.6,Myctophidae,0.17,81.8 46.9,82.2 48.6,2016,9,178,578,WL,La.Nina,10.6,33.8
2552,201607,RL,143,CB,1,260,Nannobrachium ritteri,623745,50.4,1,2016-09-10 21:18:00 -08:00,33.655,-119.557,85.5,46.4,Myctophidae,1.37,86.7 45,85.5 46.4,2016,9,102,1644,WL,La.Nina,10.33,33.87
2553,201607,RL,143,CB,1,301,Triphoturus mexicanus,162766,23.8,1,2016-09-10 21:18:00 -08:00,33.655,-119.557,85.5,46.4,Myctophidae,0.16,86.7 45,85.5 46.4,2016,9,102,1644,WL,La.Nina,10.33,33.87
2554,201607,RL,143,CB,1,301,Triphoturus mexicanus,162766,29.6,1,2016-09-10 21:18:00 -08:00,33.655,-119.557,85.5,46.4,Myctophidae,0.3,86.7 45,85.5 46.4,2016,9,102,1644,WL,La.Nina,10.33,33.87
2555,201607,RL,143,CB,1,301,Triphoturus mexicanus,162766,41.8,1,2016-09-10 21:18:00 -08:00,33.655,-119.557,85.5,46.4,Myctophidae,0.8,86.7 45,85.5 46.4,2016,9,102,1644,WL,La.Nina,10.33,33.87
2556,201607,RL,147,CB,1,292,Stenobrachius leucopsarus,162664,26.5,1,2016-09-11 22:05:00 -08:00,33.753,-118.868,86.5,38.1,Myctophidae,0.22,86.7 40,86.5 38.1,2016,9,45,737,WL,La.Nina,11.43,33.77
2557,201607,RL,147,CB,1,301,Triphoturus mexicanus,162766,41.7,1,2016-09-11 22:05:00 -08:00,33.753,-118.868,86.5,38.1,Myctophidae,0.79,86.7 40,86.5 38.1,2016,9,45,737,WL,La.Nina,11.43,33.77
2558,201607,RL,151,CB,1,260,Nannobrachium ritteri,623745,64,1,2016-09-12 20:54:00 -08:00,33.395,-119.305,87.1,45.5,Myctophidae,2.7,86.7 45,87.1 45.5,2016,9,87,1644,WL,La.Nina,10.33,33.87
2559,201607,RL,155,CB,1,301,Triphoturus mexicanus,162766,18.9,1,2016-09-13 20:29:00 -08:00,33.45,-118.767,88.3,39.8,Myctophidae,0.08,86.7 40,88.3 39.8,2016,9,33,737,WL,La.Nina,11.43,33.77
2560,201607,RL,155,CB,1,301,Triphoturus mexicanus,162766,19.3,1,2016-09-13 20:29:00 -08:00,33.45,-118.767,88.3,39.8,Myctophidae,0.09,86.7 40,88.3 39.8,2016,9,33,737,WL,La.Nina,11.43,33.77
2561,201607,RL,159,CB,1,301,Triphoturus mexicanus,162766,17.4,1,2016-09-14 20:57:00 -08:00,33.455,-117.883,89.9,29.5,Myctophidae,0.07,90 30,89.9 29.5,2016,9,61,613,WL,La.Nina,11.2,33.76
2562,201607,RL,162,CB,1,260,Nannobrachium ritteri,623745,33.9,1,2016-09-15 18:03:00 -08:00,32.973,-117.735,92.3,31.3,Myctophidae,0.44,93.3 30,92.3 31.3,2016,9,101,846,WL,La.Nina,11.31,33.77
2563,201701,RL,4,CB,1,301,Triphoturus mexicanus,162766,18.1,1,2017-01-06 00:35:00 -08:00,32.912,-117.395,93.3,28,Myctophidae,0.07,93.3 28,93.3 28,2017,1,135,609,WL,La.Nina,NA,NA
2564,201701,RL,4,CB,1,301,Triphoturus mexicanus,162766,20.8,1,2017-01-06 00:35:00 -08:00,32.912,-117.395,93.3,28,Myctophidae,0.11,93.3 28,93.3 28,2017,1,135,609,WL,La.Nina,NA,NA
2565,201701,RL,5,CB,1,301,Triphoturus mexicanus,162766,16.5,1,2017-01-06 03:17:00 -08:00,32.847,-117.532,93.3,30,Myctophidae,0.06,93.3 30,93.3 30,2017,1,127,846,WL,La.Nina,NA,NA
2566,201701,RL,5,CB,1,301,Triphoturus mexicanus,162766,18,1,2017-01-06 03:17:00 -08:00,32.847,-117.532,93.3,30,Myctophidae,0.07,93.3 30,93.3 30,2017,1,127,846,WL,La.Nina,NA,NA
2567,201701,RL,5,CB,1,301,Triphoturus mexicanus,162766,19.4,1,2017-01-06 03:17:00 -08:00,32.847,-117.532,93.3,30,Myctophidae,0.09,93.3 30,93.3 30,2017,1,127,846,WL,La.Nina,NA,NA
2568,201701,RL,5,CB,1,301,Triphoturus mexicanus,162766,21.8,1,2017-01-06 03:17:00 -08:00,32.847,-117.532,93.3,30,Myctophidae,0.12,93.3 30,93.3 30,2017,1,127,846,WL,La.Nina,NA,NA
2569,201701,RL,5,CB,1,301,Triphoturus mexicanus,162766,28.1,1,2017-01-06 03:17:00 -08:00,32.847,-117.532,93.3,30,Myctophidae,0.26,93.3 30,93.3 30,2017,1,127,846,WL,La.Nina,NA,NA
2570,201701,RL,9,CB,1,301,Triphoturus mexicanus,162766,21.4,1,2017-01-06 18:14:00 -08:00,32.177,-118.893,93.3,50,Myctophidae,0.12,93.3 50,93.3 50,2017,1,170,1452,WL,La.Nina,NA,NA
2571,201701,RL,9,CB,1,301,Triphoturus mexicanus,162766,22.5,1,2017-01-06 18:14:00 -08:00,32.177,-118.893,93.3,50,Myctophidae,0.14,93.3 50,93.3 50,2017,1,170,1452,WL,La.Nina,NA,NA
2572,201701,RL,9,CB,1,301,Triphoturus mexicanus,162766,26.2,1,2017-01-06 18:14:00 -08:00,32.177,-118.893,93.3,50,Myctophidae,0.21,93.3 50,93.3 50,2017,1,170,1452,WL,La.Nina,NA,NA
2573,201701,RL,9,CB,1,301,Triphoturus mexicanus,162766,52.6,1,2017-01-06 18:14:00 -08:00,32.177,-118.893,93.3,50,Myctophidae,1.54,93.3 50,93.3 50,2017,1,170,1452,WL,La.Nina,NA,NA
2574,201701,RL,11,CB,1,260,Nannobrachium ritteri,623745,53.8,1,2017-01-07 01:34:00 -08:00,31.848,-119.565,93.3,60,Myctophidae,1.65,93.3 60,93.3 60,2017,1,233,1899,WL,La.Nina,NA,NA
2575,201701,RL,11,CB,1,301,Triphoturus mexicanus,162766,51.9,1,2017-01-07 01:34:00 -08:00,31.848,-119.565,93.3,60,Myctophidae,1.48,93.3 60,93.3 60,2017,1,233,1899,WL,La.Nina,NA,NA
2576,201701,RL,14,CB,1,260,Nannobrachium ritteri,623745,36.8,1,2017-01-07 19:07:00 -08:00,30.843,-121.588,93.3,90,Myctophidae,0.56,93.3 90,93.3 90,2017,1,423,4109,WL,La.Nina,NA,NA
2577,201701,RL,23,CB,1,301,Triphoturus mexicanus,162766,21.8,1,2017-01-10 02:39:00 -08:00,32.083,-120.64,90,70,Myctophidae,0.12,90 70,90 70,2017,1,275,3806,WL,La.Nina,NA,NA
2578,201701,RL,27,CB,1,301,Triphoturus mexicanus,162766,60.2,1,2017-01-11 00:12:00 -08:00,33.185,-118.392,90,37,Myctophidae,2.27,90 37,90 37,2017,1,53,1177,WL,La.Nina,NA,NA
2579,201701,RL,40,CB,1,292,Stenobrachius leucopsarus,162664,28.1,1,2017-01-12 19:07:00 -08:00,33.157,-120.005,86.7,55,Myctophidae,0.26,86.7 55,86.7 55,2017,1,166,1201,WL,La.Nina,NA,NA
2580,201701,RL,40,CB,1,292,Stenobrachius leucopsarus,162664,36.2,1,2017-01-12 19:07:00 -08:00,33.157,-120.005,86.7,55,Myctophidae,0.53,86.7 55,86.7 55,2017,1,166,1201,WL,La.Nina,NA,NA
2581,201701,RL,40,CB,1,301,Triphoturus mexicanus,162766,26.6,1,2017-01-12 19:07:00 -08:00,33.157,-120.005,86.7,55,Myctophidae,0.22,86.7 55,86.7 55,2017,1,166,1201,WL,La.Nina,NA,NA
